text;ground_truth;found;phrases_found;out_of
Says 18 states and the District of Columbia have voted Democratic in six consecutive presidential elections;1.0;0.8230921801765265;3;14
Hidden in the healthcare.gov code is language that means users waive any reasonable right to privacy of your personal information;0.0;0.0;2;18
One of the most recent polls said 75 percent of the American people have said either dont do anything or start over on health care reform;0.75;0.737660802957719;11;24
Most military experts say there is anywhere between 25 and 30 members of al Qaeda in Afghanistan;0.25;0.980046440935993;5;15
The average American is working through the month of May just to pay off the government;0.5;0.9793686632877625;6;14
Says Kelly Ayotte stands with the Washington gun lobby. They fund her campaigns;0.5;1.0;1;11
Barack Obamas network of small donors constitutes a parallel public financing system;0.5;-1;0;10
In Cranston it costs $5000 to $6000 to send out community notifications on just one Level 3 sex offender;0.0;-1;0;17
While the countrys economy was battered nine states with no income tax actually grew jobs from 2001 to 2010;0.5;1.0;1;17
The United States is not building the aircraft the long-range bombers the additional aircraft carriers the nuclear submarines;0.0;0.11584058711604772;3;16
Every year we spend roughly $500 billion on tax compliance. That is roughly the budget of our entire military entirely wasted on tax compliance;0.0;0.02446062058192977;2;22
They say teachers only make on averagein New Jersey 60000 dollars a year.They only work 180 days;0.75;-1;0;15
I can put 10000 people to work. Electricians plumbers sheet metal workers  by retrofitting all of the state buildings for energy independence or efficiency;0.5;0.02446062058192977;2;22
Exporters are using a federal loophole to deceptively sell products made from cat and dog fur to U.S. consumers;1.0;-1;0;17
The city of Atlanta has either the highest or second-highest average water bills in the country;1.0;0.9482375225314149;4;14
Mitt Romneys and Bain Capitals profits from KB Toys which later went out of business were described by the Boston Herald as disgusting;0.25;0.0;1;21
Roy Coopers refusal to do his job is costing taxpayers money;0.25;1.0;1;9
In exchange for five minutes with Bill Clinton the government of Qatar was going to give $1 million to the Clinton Foundation;0.75;0.009279462638988378;6;20
Speaker Rubio supported gun restrictions that included background checks and waiting periods;1.0;-1;0;10
Salaries of Austin residents who dont work for city government have not been going up 3 percent a year for the last several years;0.75;0.022030160224153494;7;22
She Kagan took money from Goldman Sachs just like her boss Obama;0.5;0.9482375225314149;2;10
Did you know that in 2013 over 50 percent of all babies born in Oregon were Hispanic;0.0;0.06100648739544845;9;15
We are one of only two states to have eight consecutive months of declining unemployment. Twenty-one states had increased unemployment last month. Ours went down;1.0;0.9878753209534076;4;23
Barack Obama wants to unilaterally disarm our nation;0.0;0.0006139413050139098;2;6
On an earmark moratorium;0.0;-1;0;2
Milwaukees problems include 52 percent black male unemployment;0.0;-1;0;6
Rob Cornilles has disputed for two years a news story that said he said he would cut Social Security and Medicare programs before trimming the U.S. defense budget;0.25;0.17296000080113538;10;26
Says Texas Railroad Commissioner Michael Williams has attended more than 150 tea party gatherings;0.0;-1;0;12
Harry Reid has voted to give special tax breaks to illegal aliens;0.0;0.002791138408915206;6;10
Job growth in the United States is now at the fastest pace in this countrys history;0.0;0.8549762319625268;11;14
When asked about equal pay for women Rubios quote was that it was a waste of time;0.5;0.0028335326494336455;6;15
Atlanta has issued an increasing number of citations - and collected an increasing amount of revenue - since Mayor Kasim Reed took office in 2010;0.75;0.0;2;23
Says he was known as Veto Corleone for cutting spending as Florida governor;1.0;0.0;1;11
The last time Republican U.S. Senate candidates beat more than two incumbents was 1980;1.0;0.01321827101352202;3;12
On how to respond to Puerto Ricos debt crisis;1.0;0.0;1;7
The State of Rhode Island has the worst state-funded pension in the country;0.25;0.9084298923945286;7;11
In 2009 Hillary Clinton was at the State Department working with U.S. corporations to pressure Haiti not to raise the minimum wage to 61 cents an hour from 24 cents;0.5;0.1392414833614798;9;28
More than any Republican governor in the 2014 elections I took a higher percentage of the Republican voteand yet I also carried independents by 12 points;0.75;0.9876899527038633;7;24
After the 2012 redistricting Wisconsin has competitive congressional districts;0.25;-1;0;7
John McCain was even mentioned as a running mate with John Kerry;1.0;0.0;1;10
Ive cast a couple of 99-1 votes and been the lone dissenter;1.0;0.0;1;10
Says hes never asked for more than inflationary budget increases in his 10 budgets as Milwaukee County sherif;0.0;0.11584058711604772;3;16
Under New York Mayor Bill de Blasio homicides are up by 20 percent and subway delays have soared 45 percent;0.25;0.990842812962371;3;18
And delivered more tax relief than the other Republicans combined;0.75;1.0;4;8
Says U.S. Rep. Lamar Smith supported the $700 billion Wall Street bailout in 2008 but now he is standing in the way of reforms that would assure these bailouts would never happen again;0.25;0.9960842677056695;3;31
GradInsurance debacle is a DIRECT result of ObamaCare. MIZZOU has to break the law to do the right thing;0.5;1.0;4;17
Says President Obama has waived the work requirement for welfare;0.0;0.02446062058192977;2;8
7 out of 10 Oregon families living in poverty have at least one parent who works;0.75;0.9482375225314149;4;14
Ninety-seven percent of the time. Thats how often Mark Warner votes with President Obama;1.0;0.01321827101352202;3;12
Says Rick Perry is a 25-year incumbent;0.25;0.02509917125600092;2;5
Says an array of statistics show that conditions in some parts of Baltimore rival that of the West Bank in Palestine North Korea and distressed cities in Nigeria India China and South Africa;0.75;0.0924714774945885;5;31
The House passed a pay-as-you-go rule that said If you wanted to have an investment an entitlement etc. you had to pay for it;0.5;0.04364879399846555;6;22
The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities;1.0;0.02446062058192977;2;14
Says Ocean Spray is moving its Bordentown processing facility to Pennsylvania largely because of costs associated with the Regional Greenhouse Gas Initiative;0.0;0.9988160292237032;3;20
On running for the presidency in 201;1.0;1.0;2;5
Rhode Island is almost dead last among Northeastern states in the length of time first-degree murderers must spend in prison before theyre eligible for parole;1.0;0.02446062058192977;2;23
All the really great programs in American history Social Security was done without Republicans. Medicare was done without Republican support until the last vote where they realized they had to get on board;0.0;0.02003578804039563;5;31
Diane Black voted to fund Obamacare;0.0;0.0006139413050139098;2;4
Hurricane Sandy the most destructive Atlantic storm ever;0.25;-1;0;6
The Hispanic population in Gwinnett and Henry counties has increased by 153 percent and 339 percent respectively since 2000 while Republican presidential candidates are getting a smaller percentage of the vote in those counties;0.75;0.9726828408210795;8;32
I was the most bipartisan senator in the United States Senate;0.75;0.5410750027975131;6;9
Says Gov. Scott Walker raises the pay of inmates but we dont raise the pay of staff in our correctional institutions;0.25;0.00012963837369428521;4;19
The current debate over authorizing military action against the Islamic State would be the first time Congress would place limits on the commander-in-chiefs ability to be commander-in-chief;0.0;0.21436484745508577;4;25
U.S. debt is now equal to 100 percent of the GDP;0.75;0.7074042429541216;4;9
Tom Ganley supports a 23 percent national sales tax that would raise taxes on the middle class while giving a huge tax break to millionaires like himself;0.25;0.026059444490567518;14;25
